Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
2008,1,26,6,1036,1035,1249,1255,WN,776,N462WN,73,80,57,-6,1,LAX,TUS,451,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1921,1920,2141,2135,WN,1220,N672SW,80,75,63,6,1,LAX,TUS,451,3,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1546,1545,1805,1800,WN,2969,N659SW,79,75,59,5,1,LAX,TUS,451,4,16,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1849,1855,1852,1900,WN,400,N485WN,63,65,52,-8,-6,LBB,ABQ,289,3,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,737,720,838,825,WN,899,N398SW,61,65,48,13,17,LBB,AUS,341,5,8,0,"",0,NA,NA,NA,NA,NA,NO,YES
2008,1,26,6,1501,1505,1605,1610,WN,1633,N296WN,64,65,49,-5,-4,LBB,AUS,341,7,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,839,840,939,940,WN,15,N501SW,60,60,47,-1,-1,LBB,DAL,293,4,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1342,1335,1430,1435,WN,35,N325SW,48,60,42,-5,7,LBB,DAL,293,1,5,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1632,1630,1722,1730,WN,47,N312SW,50,60,42,-8,2,LBB,DAL,293,1,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1822,1825,1916,1925,WN,55,N513SW,54,60,44,-9,-3,LBB,DAL,293,3,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1017,1010,1109,1110,WN,1921,N520SW,52,60,40,-1,7,LBB,DAL,293,3,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1743,1745,1833,1845,WN,3351,N733SA,50,60,43,-12,-2,LBB,DAL,293,2,5,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,908,910,922,910,WN,1197,N659SW,74,60,50,12,-2,LBB,ELP,295,3,21,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1143,1140,1206,1155,WN,2888,N386SW,143,135,129,11,3,LBB,LAS,775,8,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1606,1615,1908,1925,WN,510,N325SW,122,130,112,-17,-9,LIT,BWI,912,3,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1530,1530,1636,1635,WN,398,N790SW,66,65,53,1,0,LIT,DAL,296,2,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,852,855,1012,1000,WN,595,N311SW,80,65,57,12,-3,LIT,DAL,296,6,17,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1009,1015,1112,1120,WN,598,N389SW,63,65,53,-8,-6,LIT,DAL,296,3,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1128,1130,1228,1235,WN,2120,N692SW,60,65,52,-7,-2,LIT,DAL,296,2,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,806,810,927,935,WN,416,N515SW,81,85,72,-8,-4,LIT,HOU,393,2,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1342,1345,1539,1515,WN,1595,N273WN,237,210,223,24,-3,LIT,LAS,1295,6,8,0,"",0,0,0,24,0,0,YES,NO
2008,1,26,6,1033,1020,1207,1200,WN,2121,N507SW,94,100,82,7,13,LIT,MDW,544,5,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,729,735,948,950,WN,2540,N512SW,199,195,181,-2,-6,LIT,PHX,1136,4,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,733,735,838,840,WN,337,N312SW,65,65,53,-2,-2,LIT,STL,296,5,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,833,835,838,840,WN,499,N340LV,65,65,55,-2,-2,MAF,ABQ,332,4,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1508,1450,1557,1545,WN,1013,N528SW,49,55,41,12,18,MAF,AUS,294,3,5,0,"",0,NA,NA,NA,NA,NA,NO,YES
2008,1,26,6,1448,1445,1548,1545,WN,75,N351SW,60,60,49,3,3,MAF,DAL,319,3,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,913,915,1018,1015,WN,186,N352SW,65,60,55,3,-2,MAF,DAL,319,4,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1222,1225,1328,1325,WN,3234,N492WN,66,60,57,3,-3,MAF,DAL,319,3,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,719,720,827,835,WN,302,N638SW,68,75,59,-8,-1,MAF,HOU,441,2,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1228,1230,1248,1250,WN,411,N473WN,140,140,127,-2,-2,MAF,LAS,796,6,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,841,845,1002,955,WN,2612,N337SW,141,130,113,7,-4,MCI,ABQ,718,5,23,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1739,1740,1853,1905,WN,594,N622SW,74,85,64,-12,-1,MCI,BNA,491,4,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1136,1140,1254,1300,WN,670,N633SW,78,80,62,-6,-4,MCI,BNA,491,2,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1153,1155,1506,1515,WN,1608,N407WN,133,140,113,-9,-2,MCI,BWI,967,6,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1937,1940,2247,2300,WN,1765,N375SW,130,140,118,-13,-3,MCI,BWI,967,5,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1230,1235,1356,1405,WN,77,N485WN,86,90,71,-9,-5,MCI,DAL,461,3,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1638,1615,1758,1745,WN,114,N280WN,80,90,70,13,23,MCI,DAL,461,3,7,0,"",0,NA,NA,NA,NA,NA,NO,YES
2008,1,26,6,1048,920,1212,1050,WN,313,N348SW,84,90,72,82,88,MCI,DAL,461,3,9,0,"",0,82,0,0,0,0,YES,YES
2008,1,26,6,1916,1915,2032,2045,WN,2788,N611SW,76,90,69,-13,1,MCI,DAL,461,2,5,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1927,1935,2008,2020,WN,443,N451WN,101,105,87,-12,-8,MCI,DEN,533,7,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1059,1105,1156,1155,WN,1951,N616SW,117,110,94,1,-6,MCI,DEN,533,8,15,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1436,1440,1520,1525,WN,2712,N419WN,104,105,91,-5,-4,MCI,DEN,533,4,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,959,1005,1217,1225,WN,1354,N495WN,78,80,61,-8,-6,MCI,IND,451,7,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1938,1945,2153,2205,WN,3687,N739GB,75,80,61,-12,-7,MCI,IND,451,6,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1226,1220,1337,1330,WN,588,N522SW,191,190,175,7,6,MCI,LAS,1140,6,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,628,630,749,745,WN,1015,N252WN,201,195,176,4,-2,MCI,LAS,1140,5,20,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,838,840,957,950,WN,1091,N757LV,199,190,174,7,-2,MCI,LAS,1140,5,20,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1405,1405,1520,1520,WN,1550,N370SW,195,195,182,0,0,MCI,LAS,1140,6,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1638,1640,1804,1750,WN,3682,N514SW,206,190,194,14,-2,MCI,LAS,1140,4,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1457,1455,1647,1635,WN,1078,N625SW,230,220,216,12,2,MCI,LAX,1363,5,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1157,1200,1351,1340,WN,3600,N739GB,234,220,217,11,-3,MCI,LAX,1363,4,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,657,655,1028,1040,WN,2367,N414WN,151,165,121,-12,2,MCI,MCO,1072,9,21,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1804,1810,2118,2145,WN,3061,N239WN,134,155,119,-27,-6,MCI,MCO,1072,7,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1237,1240,1554,1620,WN,3689,N679AA,137,160,121,-26,-3,MCI,MCO,1072,7,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1806,1810,1923,1930,WN,75,N351SW,77,80,65,-7,-4,MCI,MDW,405,5,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,838,840,951,1000,WN,270,N701GS,73,80,58,-9,-2,MCI,MDW,405,6,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1900,1905,2015,2025,WN,317,N390SW,75,80,64,-10,-5,MCI,MDW,405,5,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1137,1135,1255,1255,WN,328,N509SW,78,80,62,0,2,MCI,MDW,405,6,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1618,1615,1728,1735,WN,508,N324SW,70,80,60,-7,3,MCI,MDW,405,4,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1014,1020,1128,1140,WN,674,N355SW,74,80,61,-12,-6,MCI,MDW,405,4,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,745,745,916,905,WN,943,N600WN,91,80,62,11,0,MCI,MDW,405,8,21,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1714,1715,1827,1835,WN,1462,N268WN,73,80,64,-8,-1,MCI,MDW,405,4,5,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1427,1430,1545,1550,WN,1465,N383SW,78,80,63,-5,-3,MCI,MDW,405,5,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1320,1325,1435,1445,WN,1863,N490WN,75,80,61,-10,-5,MCI,MDW,405,5,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1521,1525,1722,1730,WN,1945,N330SW,241,245,231,-8,-4,MCI,OAK,1489,3,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1716,1715,1821,1825,WN,425,N205WN,65,70,53,-4,1,MCI,OKC,313,3,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1136,1135,1240,1240,WN,1563,N551WN,64,65,48,0,1,MCI,OKC,313,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1248,1230,1511,1425,WN,186,N352SW,263,235,229,46,18,MCI,PDX,1481,4,30,0,"",0,0,0,28,0,18,YES,YES
2008,1,26,6,2002,2005,2159,2200,WN,247,N252WN,177,175,163,-1,-3,MCI,PHX,1044,8,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1721,1710,1925,1905,WN,289,N340LV,184,175,167,20,11,MCI,PHX,1044,4,13,0,"",0,0,0,9,0,11,YES,NO
2008,1,26,6,1124,1120,1331,1315,WN,3944,N759GS,187,175,174,16,4,MCI,PHX,1044,3,10,0,"",0,0,0,16,0,0,YES,NO
2008,1,26,6,815,800,1020,940,WN,69,N624SW,245,220,231,40,15,MCI,SAN,1333,3,11,0,"",0,0,0,25,0,15,YES,YES
2008,1,26,6,1524,1500,1726,1710,WN,1410,N670SW,242,250,230,16,24,MCI,SEA,1489,5,7,0,"",0,4,0,0,0,12,YES,YES
2008,1,26,6,2000,1940,2155,2135,WN,1830,N476WN,235,235,225,20,20,MCI,SMF,1442,3,7,0,"",0,2,0,0,0,18,YES,YES
2008,1,26,6,1559,1540,1652,1635,WN,235,N689SW,53,55,41,17,19,MCI,STL,237,4,8,0,"",0,0,0,0,0,17,YES,YES
2008,1,26,6,1141,1140,1233,1235,WN,502,N658SW,52,55,37,-2,1,MCI,STL,237,4,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1757,1800,1845,1855,WN,777,N374SW,48,55,39,-10,-3,MCI,STL,237,3,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,850,855,944,950,WN,824,N644SW,54,55,37,-6,-5,MCI,STL,237,5,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,857,855,1206,1225,WN,645,N335SW,129,150,115,-19,2,MCI,TPA,1048,4,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1415,1420,1722,1750,WN,1397,N642WN,127,150,115,-28,-5,MCI,TPA,1048,3,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1450,1430,1539,1525,WN,1577,N339SW,49,55,37,14,20,MCI,TUL,223,3,9,0,"",0,NA,NA,NA,NA,NA,NO,YES
2008,1,26,6,1013,1015,1108,1110,WN,3333,N740SW,55,55,43,-2,-2,MCI,TUL,223,4,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,927,925,1155,1135,WN,3406,N726SW,268,250,256,20,2,MCO,ABQ,1552,4,8,0,"",0,0,0,20,0,0,YES,NO
2008,1,26,6,1349,1340,1622,1550,WN,3847,N474WN,273,250,257,32,9,MCO,ABQ,1552,3,13,0,"",0,9,0,23,0,0,YES,NO
2008,1,26,6,1056,1055,1334,1330,WN,1342,N744SW,158,155,144,4,1,MCO,ALB,1073,2,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1430,1430,1704,1710,WN,2262,N242WN,154,160,138,-6,0,MCO,ALB,1073,3,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1955,1955,2230,2235,WN,3342,N290WN,155,160,139,-5,0,MCO,ALB,1073,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1147,1145,1351,1345,WN,2031,N675AA,184,180,166,6,2,MCO,AUS,993,5,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,947,945,1220,1225,WN,1683,N660SW,153,160,134,-5,2,MCO,BDL,1050,7,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1656,1645,1924,1920,WN,2526,N646SW,148,155,137,4,11,MCO,BDL,1050,4,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1200,1200,1433,1435,WN,3312,N353SW,153,155,139,-2,0,MCO,BDL,1050,5,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,730,735,808,810,WN,411,N473WN,98,95,88,-2,-5,MCO,BHM,478,2,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1130,1130,1213,1205,WN,445,N390SW,103,95,89,8,0,MCO,BHM,478,3,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1254,1255,1402,1355,WN,1433,N209WN,128,120,111,7,-1,MCO,BNA,616,5,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,849,850,958,950,WN,2614,N611SW,129,120,113,8,-1,MCO,BNA,616,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1743,1735,1853,1835,WN,3361,N458WN,130,120,109,18,8,MCO,BNA,616,8,13,0,"",0,3,0,10,0,5,YES,NO
2008,1,26,6,719,720,954,955,WN,533,N417WN,155,155,140,-1,-1,MCO,BUF,1011,2,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1820,1825,2048,2100,WN,556,N470WN,148,155,132,-12,-5,MCO,BUF,1011,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1442,1450,1719,1725,WN,1657,N304SW,157,155,136,-6,-8,MCO,BUF,1011,3,18,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1241,1235,1459,1440,WN,101,N369SW,138,125,111,19,6,MCO,BWI,787,4,23,0,"",0,6,0,13,0,0,YES,NO
2008,1,26,6,1627,1625,1827,1830,WN,764,N550WN,120,125,110,-3,2,MCO,BWI,787,3,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1839,1800,2057,2010,WN,1322,N314SW,138,130,116,47,39,MCO,BWI,787,5,17,0,"",0,0,0,8,0,39,YES,YES
2008,1,26,6,752,750,950,955,WN,1424,N788SA,118,125,105,-5,2,MCO,BWI,787,3,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1003,955,1205,1200,WN,1618,N785SW,122,125,106,5,8,MCO,BWI,787,7,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1458,1445,1706,1650,WN,1748,N628SW,128,125,113,16,13,MCO,BWI,787,4,11,0,"",0,13,0,3,0,0,YES,NO
2008,1,26,6,1351,1330,1632,1615,WN,331,N612SW,161,165,143,17,21,MCO,CLE,895,3,15,0,"",0,8,0,0,0,9,YES,YES
2008,1,26,6,958,1000,1223,1245,WN,938,N403WN,145,165,128,-22,-2,MCO,CLE,895,5,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,659,700,910,915,WN,1492,N550WN,131,135,113,-5,-1,MCO,CMH,802,3,15,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,2009,1940,2220,2155,WN,2036,N305SW,131,135,118,25,29,MCO,CMH,802,4,9,0,"",0,3,0,0,0,22,YES,YES
2008,1,26,6,1408,1355,1620,1610,WN,3578,N906,132,135,116,10,13,MCO,CMH,802,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1529,1520,1810,1735,WN,579,N410WN,281,255,267,35,9,MCO,DEN,1545,6,8,0,"",0,9,0,26,0,0,YES,NO
2008,1,26,6,1037,1025,1312,1235,WN,1289,N707SA,275,250,260,37,12,MCO,DEN,1545,5,10,0,"",0,12,0,25,0,0,YES,NO
2008,1,26,6,1631,1630,1912,1910,WN,1132,N610WN,161,160,144,2,1,MCO,DTW,957,9,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1133,1130,1413,1410,WN,1549,N439WN,160,160,143,3,3,MCO,DTW,957,4,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1722,1725,1813,1825,WN,249,N497WN,51,60,41,-12,-3,MCO,FLL,178,4,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1101,1050,1156,1150,WN,837,N318SW,55,60,40,6,11,MCO,FLL,178,3,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1840,1840,1936,1940,WN,916,N621SW,56,60,39,-4,0,MCO,FLL,178,3,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,2209,2210,2252,2300,WN,1836,N245WN,43,50,33,-8,-1,MCO,FLL,178,4,6,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1416,1415,1518,1515,WN,1936,N793SA,62,60,39,3,1,MCO,FLL,178,4,19,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,649,650,829,830,WN,12,N608SW,160,160,150,-1,-1,MCO,HOU,848,2,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1429,1415,1601,1555,WN,42,N665WN,152,160,140,6,14,MCO,HOU,848,4,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1750,1750,1930,1930,WN,973,N406WN,160,160,143,0,0,MCO,HOU,848,3,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1004,1005,1135,1145,WN,2985,N725SW,151,160,136,-10,-1,MCO,HOU,848,3,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1009,1010,1213,1215,WN,553,N223WN,124,125,107,-2,-1,MCO,IAD,758,4,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1616,1620,1816,1830,WN,1072,N210WN,120,130,107,-14,-4,MCO,IAD,758,3,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1812,1810,2041,2035,WN,236,N719SW,149,145,132,6,2,MCO,IND,828,7,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1039,1035,1331,1300,WN,1405,N689SW,172,145,143,31,4,MCO,IND,828,7,22,0,"",0,0,0,31,0,0,YES,NO
2008,1,26,6,1033,1025,1254,1255,WN,109,N217JC,141,150,128,-1,8,MCO,ISP,972,3,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1846,1840,2115,2105,WN,667,N685SW,149,145,126,10,6,MCO,ISP,972,4,19,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1528,1525,1749,1750,WN,1485,N225WN,141,145,129,-1,3,MCO,ISP,972,5,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1159,1205,1425,1430,WN,2189,N264LV,146,145,127,-5,-6,MCO,ISP,972,4,15,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,2020,2020,2237,2245,WN,2903,N491WN,137,145,121,-8,0,MCO,ISP,972,5,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1532,1535,1626,1630,WN,2090,N387SW,114,115,105,-4,-3,MCO,JAN,587,2,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,844,845,1127,1100,WN,2989,N254WN,343,315,324,27,-1,MCO,LAS,2039,5,14,0,"",0,0,0,27,0,0,YES,NO
2008,1,26,6,905,910,1111,1110,WN,256,N658SW,186,180,170,1,-5,MCO,MCI,1072,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1231,1230,1453,1435,WN,1410,N670SW,202,185,185,18,1,MCO,MCI,1072,4,13,0,"",0,0,0,18,0,0,YES,NO
2008,1,26,6,1712,1710,1933,1915,WN,1830,N476WN,201,185,180,18,2,MCO,MCI,1072,6,15,0,"",0,0,0,18,0,0,YES,NO
2008,1,26,6,657,700,846,850,WN,401,N282WN,169,170,152,-4,-3,MCO,MDW,989,6,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1626,1630,1815,1820,WN,480,N738CB,169,170,158,-5,-4,MCO,MDW,989,4,7,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,2034,2040,2227,2225,WN,514,N765SW,173,165,155,2,-6,MCO,MDW,989,5,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1842,1840,2040,2030,WN,871,N748SW,178,170,158,10,2,MCO,MDW,989,5,15,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1027,1025,1225,1215,WN,1577,N339SW,178,170,161,10,2,MCO,MDW,989,5,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1243,1240,1437,1425,WN,2542,N741SA,174,165,155,12,3,MCO,MDW,989,5,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1403,1400,1556,1545,WN,3151,N452WN,173,165,154,11,3,MCO,MDW,989,7,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1103,1055,1350,1345,WN,458,N432WN,167,170,148,5,8,MCO,MHT,1142,4,15,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,2114,2120,2357,5,WN,461,N263WN,163,165,144,-8,-6,MCO,MHT,1142,8,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1846,1830,2129,2115,WN,954,N202WN,163,165,142,14,16,MCO,MHT,1142,4,17,0,"",0,NA,NA,NA,NA,NA,NO,YES
2008,1,26,6,1445,1420,1726,1710,WN,2445,N237WN,161,170,147,16,25,MCO,MHT,1142,4,10,0,"",0,0,0,0,16,0,YES,YES
2008,1,26,6,711,715,949,1000,WN,2977,N452WN,158,165,143,-11,-4,MCO,MHT,1142,4,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,743,735,848,830,WN,1150,N314SW,125,115,108,18,8,MCO,MSY,550,5,12,0,"",0,8,0,10,0,0,YES,NO
2008,1,26,6,1615,1615,1710,1710,WN,1360,N253WN,115,115,102,0,0,MCO,MSY,550,3,10,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1101,1105,1157,1200,WN,1462,N268WN,116,115,100,-3,-4,MCO,MSY,550,3,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,948,950,1130,1140,WN,1232,N773SA,102,110,90,-10,-2,MCO,ORF,655,3,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1538,1540,1724,1730,WN,1777,N262WN,106,110,93,-6,-2,MCO,ORF,655,5,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1843,1835,2100,2110,WN,347,N509SW,137,155,114,-10,8,MCO,PHL,861,5,18,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1353,1340,1614,1610,WN,416,N515SW,141,150,121,4,13,MCO,PHL,861,3,17,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1508,1505,1728,1740,WN,550,N313SW,140,155,127,-12,3,MCO,PHL,861,5,8,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1106,1105,1323,1330,WN,2454,N414WN,137,145,118,-7,1,MCO,PHL,861,5,14,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1733,1735,2052,2035,WN,1468,N735SA,319,300,301,17,-2,MCO,PHX,1848,5,13,0,"",0,0,0,17,0,0,YES,NO
2008,1,26,6,2026,2025,2230,2245,WN,2274,N488WN,124,140,110,-15,1,MCO,PIT,834,5,9,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1307,1310,1524,1525,WN,3397,N620SW,137,135,118,-1,-3,MCO,PIT,834,6,13,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,810,810,1022,1025,WN,3760,N474WN,132,135,117,-3,0,MCO,PIT,834,4,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,650,650,922,930,WN,194,N758SW,152,160,136,-8,0,MCO,PVD,1073,4,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1352,1350,1629,1625,WN,435,N360SW,157,155,139,4,2,MCO,PVD,1073,2,16,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,2050,2055,2320,2335,WN,877,N757LV,150,160,133,-15,-5,MCO,PVD,1073,5,12,0,"",0,NA,NA,NA,NA,NA,NO,NO
2008,1,26,6,1842,1845,2108,2125,WN,1161,N221WN,146,160,131,-17,-3,MCO,PVD,1073,4,11,0,"",0,NA,NA,NA,NA,NA,NO,NO
